st	year	percentsmokers	tobaccolobby	healthorgslobby	production	govideolbrfh	yadatecensus	restcensus	wp_publiccensus	govbuildings	restaurants	outofpackage	neigovbuildings	neirestaurant	neioutofpackage	dvgovbuild	dvrest	dvoutpack	toblobbyratio	healthlobbyratio	ugovdem	ugovrep	psphealth	proddum	synar1	yacens_healthorgslobby	gbcens_healthorgslobby	restcens_healthorgslobby	rslsal	rslsalgbl	rslsalrestl	rslsalyal	profess	professgbl	professrl	professyal	policynum	pooleddv	poolednei	pooledcensus	pooledlocalrslsal	pooledlocalhealth	styr	pooledlocalprof	synar1ya	state
10	1976	29.6	0	0	0.12376	32.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.028224507	1.0	0.0	0.0	0.0	0.0	21.787199	0.0	0.0	0.0	0.142	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	101976.0	0.0	0.0	"GA"
11	1976	25.0	0	1	0	71.83	0.0	0.3782881	0.3782881	0	0	0				0.0	0.0	0.0	0.02745098	0.043137256	1.0	0.0	0.027014427	0.0	0.0	0.0	0.3782881	0.3782881	36.312	13.736397	13.736397	0.0	0.246	0.09305887	0.09305887	0.0	1	0.0		0.3782881	13.736397	0.3782881	111976.0	0.09305887	0.0	"HI"
12	1976	24.7	0	2	0	37.08	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.014285714	0.11785714	0.0	0.0	0.029844465	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.179	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	121976.0	0.0	0.0	"ID"
13	1976	33.7	0	0	0	71.92	0.009787521	0.011019515	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023685456	0.06631928	1.0	0.0	0.018873349	0.0	0.0	0.0	0.0	0.0	60.52	0.0	0.66690105	0.59234077	0.344	0.0	0.0037907131	0.0033669074	1	0.0	0.0	0.0	0.0	0.0	131976.0	0.0	0.0	"IL"
14	1976	25.8	0	2	0.01815	31.43	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.052	0.0	0.0	0.015856324	1.0	0.0	0.0	0.0	0.0	18.156	0.0	0.0	0.0	0.143	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	141976.0	0.0	0.0	"IN"
15	1976	22.6	0	0	0	43.22	0.0	0.0	0.0	0	0	0	0.16666667	0.16666667	0.0	0.0	0.0	0.0	0.009966778	0.09800664	0.0	0.0	0.008945442	0.0	0.0	0.0	0.0	0.0	24.208	0.0	0.0	0.0	0.266	0.0	0.0	0.0	1	0.0	0.16666667	0.0	0.0	0.0	151976.0	0.0	0.0	"IA"
16	1976	23.0	0	0	0	18.45	0.0	0.050207276	0.050207276	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.011363637	0.06818182	0.0	1.0	0.010365199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.008485029	0.008485029	0.0	1	0.0	0.0	0.050207276	0.0	0.0	161976.0	0.008485029	0.0	"KS"
17	1976	29.5	0	2	0.452024	61.71	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.021356098	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	171976.0	0.0	0.0	"KY"
18	1976	25.6	0	0	0	31.81	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.016554466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	181976.0	0.0	0.0	"LA"
19	1976	27.9	0	2	0	64.71	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.056	0.0	0.0	0.017689314	0.0	0.0	0.0	0.0	0.0	5.7494	0.0	0.0	0.0	0.18	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	191976.0	0.0	0.0	"ME"
20	1976	25.0	0	0	0.030125	68.5	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.033737265	1.0	0.0	0.0	0.0	0.0	37.825	0.0	0.0	0.0	0.252	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	201976.0	0.0	0.0	"MD"
21	1976	27.9	0	2	0.001845	79.34	0.013486491	0.030101795	0.030101795	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.012567325	0.1005386	1.0	0.0	0.01956949	1.0	0.0	0.026972981	0.06020359	0.06020359	38.4302	1.1568179	1.1568179	0.5182885	0.386	0.011619293	0.011619293	0.0052057854	1	0.0	0.0	0.030101795	1.1568179	0.06020359	211976.0	0.011619293	0.0	"MA"
22	1976	26.8	0	1	0	45.13	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.29375	0.0	0.0	0.023732014	0.0	0.0	0.0	0.0	0.0	57.494	0.0	0.0	0.0	0.463	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	221976.0	0.0	0.0	"MI"
23	1976	28.3	0	0	0	77.91	0.033401128	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.01846381	0.046528805	1.0	0.0	0.014299872	0.0	0.0	0.0	0.0	0.0	25.4184	0.0	0.0	0.8490032	0.211	0.0	0.0	0.007047638	1		0.0	0.0	0.0	0.0	231976.0	0.0	0.0	"MN"
24	1976	24.8	0	0	0	20.2	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.018121215	0.0	0.0	0.0	0.0	0.0	24.510601	0.0	0.0	0.0	0.185	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	241976.0	0.0	0.0	"MS"
25	1976	25.7	0	2	0.005256	32.54	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.006422925	0.0993083	0.0	0.0	0.01998418	1.0	0.0	0.0	0.0	0.0	25.4184	0.0	0.0	0.0	0.266	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	251976.0	0.0	0.0	"MO"
26	1976	28.9	0	1	0	77.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.012135922	0.053398058	1.0	0.0	0.020442363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	261976.0	0.0	0.0	"MT"
27	1976	24.5	0	0	0	28.94	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.015957447	0.10372341			0.025479553	0.0	0.0	0.0	0.0	0.0	14.5248	0.0	0.0	0.0	0.216	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	271976.0	0.0	0.0	"NE"
28	1976	30.6	0	1	0	47.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.011764706	0.05210084	1.0	0.0	0.0293766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	281976.0	0.0	0.0	"NV"
29	1976	27.2	0	1	0	26.04	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.021052632	0.1	0.0	0.0	0.024672955	0.0	0.0	0.0	0.0	0.0	0.3026	0.0	0.0	0.0	0.062	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	291976.0	0.0	0.0	"NH"
30	1976	22.5	0	0	0	77.77	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.022222223	0.24444444	1.0	0.0	0.01765572	0.0	0.0	0.0	0.0	0.0	30.26	0.0	0.0	0.0	0.175	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	301976.0	0.0	0.0	"NJ"
31	1976	26.7	0	1	0	32.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027347312	0.029170465	1.0	0.0	0.020004181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	311976.0	0.0	0.0	"NM"
32	1976	32.0	2	2	0	69.94	0.020382162	0.0	0.020382162	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.004854369	0.040453073	0.0	0.0	0.023080008	0.0	0.0	0.040764324	0.040764324	0.0	71.111	1.4493959	0.0	1.4493959	0.407	0.00829554	0.0	0.00829554	1	0.0	0.0	0.020382162	1.4493959	0.040764324	321976.0	0.00829554	0.0	"NY"
33	1976	29.2	2	1	0.90293	24.94	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	0.0	0.0	0.02184628	1.0	0.0	0.0	0.0	0.0	14.5248	0.0	0.0	0.0	0.19	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	331976.0	0.0	0.0	"NC"
34	1976	25.5	0	0	0	44.63	0.0	0.0	0.0	0	0	0	0.33333334	0.33333334	0.0	0.0	0.0	0.0	0.024390243	0.05986696	0.0	0.0	0.011734366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.077	0.0	0.0	0.0	1	0.0	0.33333334	0.0	0.0	0.0	341976.0	0.0	0.0	"ND"
35	1976	29.9	0	2	0.023963	46.88	0.0	0.05314151	0.05314151	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.008994277	0.08830744	0.0	0.0	0.014411697	1.0	0.0	0.0	0.10628302	0.10628302	52.955	2.8141086	2.8141086	0.0	0.355	0.018865235	0.018865235	0.0	1	0.0	0.0	0.05314151	2.8141086	0.10628302	351976.0	0.018865235	0.0	"OH"
36	1976	25.2	0	2	0	31.19	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.010224949	0.073619634	1.0	0.0	0.008847275	0.0	0.0	0.0	0.0	0.0	30.1087	0.0	0.0	0.0	0.249	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	361976.0	0.0	0.0	"OK"
37	1976	23.6	0	2	0	70.75	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.048	1.0	0.0	0.022871261	0.0	0.0	0.0	0.0	0.0	16.0378	0.0	0.0	0.0	0.233	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	371976.0	0.0	0.0	"OR"
38	1976	27.5	0	2	0.023625	69.59	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.023809524	0.2767857	1.0	0.0	0.020604553	1.0	0.0	0.0	0.0	0.0	47.2056	0.0	0.0	0.0	0.345	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	381976.0	0.0	0.0	"PA"
39	1976	31.7	0	1	0	80.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.024390243	0.039634146	1.0	0.0	0.028934157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.142	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	391976.0	0.0	0.0	"RI"
40	1976	26.6	0	2	0.153375	27.17	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.027190333	0.09667674	0.0	0.0	0.03761015	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.281	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	401976.0	0.0	0.0	"SC"
41	1976	25.7	0	0	0	65.55	0.0	0.0	0.0	0	0	0	0.16666667	0.16666667	0.0	0.0	0.0	0.0	0.01179941	0.06784661	0.0	0.0	0.021179568	0.0	0.0	0.0	0.0	0.0	7.565	0.0	0.0	0.0	0.104	0.0	0.0	0.0	1	0.0	0.16666667	0.0	0.0	0.0	411976.0	0.0	0.0	"SD"
42	1976	25.9	0	1	0.139668	58.3	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.023655914	0.14838709	1.0	0.0	0.024194993	1.0	0.0	0.0	0.0	0.0	18.9125	0.0	0.0	0.0	0.149	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	421976.0	0.0	0.0	"TN"
43	1976	23.3	0	0	0	37.36	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.003613836	0.048528653	1.0	0.0	0.015375343	0.0	0.0	0.0	0.0	0.0	21.787199	0.0	0.0	0.0	0.191	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	431976.0	0.0	0.0	"TX"
44	1976	16.1	0	1	0	48.95	0.0	0.0	0.0	1	1	0	0.0	0.0	0.0	1.0	1.0	0.0	0.02862254	0.04830054	1.0	0.0	0.01919567	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.082	0.0	0.0	0.0	1	1.0	0.0	0.0	0.0	0.0	441976.0	0.0	0.0	"UT"
45	1976	21.9	0	1	0	73.68	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.04416404	0.100946374	0.0	0.0	0.039035086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	451976.0	0.0	0.0	"VT"
46	1976	25.2	0	2	0.153878	20.46	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.009202454	0.043711655	0.0	0.0	0.02473623	1.0	0.0	0.0	0.0	0.0	16.643	0.0	0.0	0.0	0.164	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	461976.0	0.0	0.0	"VA"
47	1976	24.7	1	0	0	55.25	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0061898213	0.030949106	0.0	0.0	0.029615654	0.0	0.0	0.0	0.0	0.0	11.4988	0.0	0.0	0.0	0.212	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	471976.0	0.0	0.0	"WA"
48	1976	33.6	0	1	0.003222	44.8	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.086	0.0	0.0	0.020342864	1.0	0.0	0.0	0.0	0.0	14.5248	0.0	0.0	0.0	0.15	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	481976.0	0.0	0.0	"WV"
49	1976	27.8	1	1	0.020209	77.23	0.018216107	0.0	0.0125187	0	0	0	0.25	0.25	0.0	0.0	0.0	0.0	0.019543974	0.1009772	1.0	0.0	0.025985783	1.0	0.0	0.018216107	0.0125187	0.0	47.5082	0.5947409	0.0	0.8654145	0.249	0.0031171562	0.0	0.0045358106	1	0.0	0.25	0.0125187	0.5947409	0.0125187	491976.0	0.0031171562	0.0	"WI"
50	1976	21.3	0	0	0	52.12	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.010542168	0.013554217	0.0	0.0	0.015784744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	501976.0	0.0	0.0	"WY"
1	1977	25.4	0	0	0.001045	28.25	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.018691588	0.07788162	1.0	0.0	0.023235807	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.085	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	11977.0	0.0	0.0	"AL"
2	1977	26.9	0	0	0	48.63	0.0	0.0	0.0	0	0	0				0.0	0.0	0.0	0.011764706	0.043137256	0.0	0.0	0.021614786	0.0	0.0	0.0	0.0	0.0	33.42192	0.0	0.0	0.0	0.32	0.0	0.0	0.0	1	0.0		0.0	0.0	0.0	21977.0	0.0	0.0	"AK"
3	1977	27.8	0	1	0	36.86	0.0	0.12161037	0.12161037	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0076923077	0.066923074	0.0	0.0	0.017705288	0.0	0.0	0.0	0.12161037	0.12161037	17.052	2.0737002	2.0737002	0.0	0.269	0.03271319	0.03271319	0.0	1	0.0	0.2	0.12161037	2.0737002	0.12161037	31977.0	0.03271319	0.0	"AZ"
4	1977	26.8	0	0	0	49.5	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0073260074	0.04761905	1.0	0.0	0.019743068	0.0	0.0	0.0	0.0	0.0	21.315	0.0	0.0	0.0	0.115	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	41977.0	0.0	0.0	"AR"
5	1977	26.3	1	1	0	78.25	0.0	0.17297909	0.17297909	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01635514	0.069314644	1.0	0.0	0.023806944	0.0	0.0	0.0	0.17297909	0.17297909	66.10492	11.434769	11.434769	0.0	0.526	0.090987004	0.090987004	0.0	1	0.0	0.0	0.17297909	11.434769	0.17297909	51977.0	0.090987004	0.0	"CA"
6	1977	21.9	0	1	0	56.0	0.0	0.0	0.0	0	0	0	0.14285715	0.14285715	0.0	0.0	0.0	0.0	0.035230353	0.11111111	0.0	0.0	0.01819719	0.0	0.0	0.0	0.0	0.0	34.104	0.0	0.0	0.0	0.284	0.0	0.0	0.0	1	0.0	0.14285715	0.0	0.0	0.0	61977.0	0.0	0.0	"CO"
7	1977	26.7	0	2	0.00562	77.7	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.017405063	0.16772152	1.0	0.0	0.016038936	1.0	0.0	0.0	0.0	0.0	15.6310005	0.0	0.0	0.0	0.2	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	71977.0	0.0	0.0	"CT"
8	1977	23.6	0	0	0	48.88	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.076	0.0	0.0	0.02531415	0.0	0.0	0.0	0.0	0.0	25.578	0.0	0.0	0.0	0.179	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	81977.0	0.0	0.0	"DE"
9	1977	27.7	0	1	0.024798	43.25	0.0	0.0	0.0	1	0	0	0.0	0.0	0.0	1.0	0.0	0.0	0.007417103	0.07984293	1.0	0.0	0.040995117	1.0	0.0	0.0	0.0	0.0	34.104	0.0	0.0	0.0	0.224	0.0	0.0	0.0	1	1.0	0.0	0.0	0.0	0.0	91977.0	0.0	0.0	"FL"
10	1977	29.6	0	0	0.134875	27.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0065502184	0.049126636	1.0	0.0	0.034057353	1.0	0.0	0.0	0.0	0.0	20.4624	0.0	0.0	0.0	0.142	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	101977.0	0.0	0.0	"GA"
11	1977	25.0	0	1	0	75.38	0.0	0.3782881	0.3782881	0	0	0				0.0	0.0	0.0	0.02745098	0.043137256	1.0	0.0	0.028110946	0.0	0.0	0.0	0.3782881	0.3782881	34.104	12.901137	12.901137	0.0	0.246	0.09305887	0.09305887	0.0	1	0.0		0.3782881	12.901137	0.3782881	111977.0	0.09305887	0.0	"HI"
12	1977	24.7	0	2	0	42.18	0.0	0.0	0.0	0	0	0	0.16666667	0.16666667	0.0	0.0	0.0	0.0	0.014285714	0.11785714	0.0	0.0	0.032432202	0.0	0.0	0.0	0.0	0.0	8.526	0.0	0.0	0.0	0.179	0.0	0.0	0.0	1	0.0	0.16666667	0.0	0.0	0.0	121977.0	0.0	0.0	"ID"
13	1977	33.7	0	0	0	43.89	0.009787521	0.011019515	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0023685456	0.06631928	0.0	0.0	0.018977037	0.0	0.0	0.0	0.0	0.0	56.84	0.0	0.6263492	0.5563227	0.344	0.0	0.0037907131	0.0033669074	1	0.0	0.0	0.0	0.0	0.0	131977.0	0.0	0.0	"IL"
14	1977	25.8	0	2	0.01656	31.36	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.052	0.0	0.0	0.018754952	1.0	0.0	0.0	0.0	0.0	17.052	0.0	0.0	0.0	0.143	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	141977.0	0.0	0.0	"IN"
15	1977	22.6	0	0	0	48.71	0.0	0.0	0.0	0	0	0	0.16666667	0.16666667	0.0	0.0	0.0	0.0	0.009966778	0.09800664	0.0	0.0	0.008969723	0.0	0.0	0.0	0.0	0.0	22.736	0.0	0.0	0.0	0.266	0.0	0.0	0.0	1	0.0	0.16666667	0.0	0.0	0.0	151977.0	0.0	0.0	"IA"
16	1977	23.0	0	0	0	30.53	0.0	0.050207276	0.050207276	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.011363637	0.06818182	0.0	0.0	0.011307405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.169	0.008485029	0.008485029	0.0	1	0.0	0.0	0.050207276	0.0	0.0	161977.0	0.008485029	0.0	"KS"
17	1977	29.5	0	2	0.452024	54.86	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.010920437	0.054602183	1.0	0.0	0.025506746	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.078	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	171977.0	0.0	0.0	"KY"
18	1977	25.6	0	0	0	31.93	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0123893805	0.028318584	1.0	0.0	0.019472951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	181977.0	0.0	0.0	"LA"
19	1977	27.9	0	2	0	69.18	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.036	0.056	0.0	0.0	0.020312874	0.0	0.0	0.0	0.0	0.0	9.9470005	0.0	0.0	0.0	0.18	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	191977.0	0.0	0.0	"ME"
20	1977	25.0	0	0	0.03075	73.42	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01632653	0.10612245	1.0	0.0	0.031156227	1.0	0.0	0.0	0.0	0.0	35.525	0.0	0.0	0.0	0.252	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	201977.0	0.0	0.0	"MD"
21	1977	27.9	0	2	0.001906	83.5	0.013486491	0.030101795	0.030101795	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.012567325	0.1005386	1.0	0.0	0.026897058	1.0	0.0	0.026972981	0.06020359	0.06020359	42.51632	1.2798175	1.2798175	0.57339597	0.386	0.011619293	0.011619293	0.0052057854	1	0.0	0.0	0.030101795	1.2798175	0.06020359	211977.0	0.011619293	0.0	"MA"
22	1977	26.8	0	1	0	50.71	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.01375	0.29375	0.0	0.0	0.0255915	0.0	0.0	0.0	0.0	0.0	66.10492	0.0	0.0	0.0	0.463	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	221977.0	0.0	0.0	"MI"
23	1977	28.3	0	0	0	78.92	0.033401128	0.0	0.0	1	1	0	0.0	0.0	0.0			0.0	0.01846381	0.046528805	1.0	0.0	0.012054952	0.0	0.0	0.0	0.0	0.0	23.872799	0.0	0.0	0.7973784	0.211	0.0	0.0	0.007047638	1		0.0	0.0	0.0	0.0	231977.0	0.0	0.0	"MN"
24	1977	24.8	0	0	0	16.3	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.015686275	0.07058824	1.0	0.0	0.020325087	0.0	0.0	0.0	0.0	0.0	23.0202	0.0	0.0	0.0	0.185	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	241977.0	0.0	0.0	"MS"
25	1977	25.7	0	2	0.006201	61.94	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.006422925	0.0993083	1.0	0.0	0.02411654	1.0	0.0	0.0	0.0	0.0	23.872799	0.0	0.0	0.0	0.266	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	251977.0	0.0	0.0	"MO"
26	1977	28.9	0	1	0	64.71	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.012135922	0.053398058	0.0	0.0	0.02859608	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.114	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	261977.0	0.0	0.0	"MT"
27	1977	24.5	0	0	0	41.65	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.015957447	0.10372341			0.025141058	0.0	0.0	0.0	0.0	0.0	13.641601	0.0	0.0	0.0	0.216	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	271977.0	0.0	0.0	"NE"
28	1977	30.6	0	1	0	41.5	0.0	0.0	0.0	1	0	0	0.2	0.2	0.0	1.0	0.0	0.0	0.011764706	0.05210084	1.0	0.0	0.03253545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.0	1	1.0	0.2	0.0	0.0	0.0	281977.0	0.0	0.0	"NV"
29	1977	27.2	0	1	0	32.62	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.021052632	0.1	0.0	0.0	0.025323613	0.0	0.0	0.0	0.0	0.0	0.2842	0.0	0.0	0.0	0.062	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	291977.0	0.0	0.0	"NH"
30	1977	22.5	0	0	0	78.0	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.022222223	0.24444444	1.0	0.0	0.01759593	0.0	0.0	0.0	0.0	0.0	28.42	0.0	0.0	0.0	0.175	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	301977.0	0.0	0.0	"NJ"
31	1977	26.7	0	1	0	10.0	0.0	0.0	0.0	0	0	0	0.2	0.2	0.0	0.0	0.0	0.0	0.0027347312	0.029170465	1.0	0.0	0.020554423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.092	0.0	0.0	0.0	1	0.0	0.2	0.0	0.0	0.0	311977.0	0.0	0.0	"NM"
32	1977	32.0	2	2	0	68.89	0.020382162	0.0	0.020382162	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.004854369	0.040453073	0.0	0.0	0.024816051	0.0	0.0	0.040764324	0.040764324	0.0	66.787	1.3612635	0.0	1.3612635	0.407	0.00829554	0.0	0.00829554	1	0.0	0.0	0.020382162	1.3612635	0.040764324	321977.0	0.00829554	0.0	"NY"
33	1977	29.2	2	1	0.745275	37.55	0.0	0.0	0.0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.025390625	0.08984375	1.0	0.0	0.024349703	1.0	0.0	0.0	0.0	0.0	13.641601	0.0	0.0	0.0	0.19	0.0	0.0	0.0	1	0.0	0.0	0.0	0.0	0.0	331977.0	0.0	0.0	"NC"
